FlowId,Type,Size,StartTime,EndTime,FCT,RxBytes,FinReceived
3,Background,10485760,0.260746,0.344508296,0.08376229600000001,106400,True
4,Background,10485760,0.261213,0.304502832,0.04328983200000003,1244,True
0,Background,102400,0.261465,0.523559251,0.262094251,106400,True
1,Background,102400,0.262054,0.52449781,0.26244380999999994,106400,True
2,Background,10485760,0.262717,0.477736336,0.215019336,106400,True
3,Background,10240,0.263,0.275714112,0.012714112,106400,True
1,Background,102400,0.263182,0.526754776,0.26357277599999995,106400,True
3,Background,10485760,0.264572,0.550304842,0.285732842,10876994,True
3,Background,102400,0.265363,0.531158708,0.26579570799999996,106400,True
1,Background,1048576,0.265751,0.40270752,0.13695651999999997,10838,True
0,Background,10240,0.266356,0.532870725,0.266514725,10838,True
1,Background,10240,0.266769,0.533696085,0.266927085,10838,True
1,Background,10240,0.268247,0.53665242,0.26840542,10838,True
6,Background,1048576,0.268547,0.33448041,0.06593341000000003,106400,True
3,Background,1048576,0.271884,0.304546139,0.03266213899999998,1244,True
0,Background,10240,0.272158,0.544472504,0.272314504,10838,True
2,Background,102400,0.272783,0.40270752,0.12992452,10838,True
2,Background,1024,0.274634,0.53665242,0.26201842000000003,10838,True
2,Background,104857600,0.275675,0.792870838,0.517195838,108768230,True
2,Background,1048576,0.276689,0.508246604,0.23155760399999997,10838,True
2,Background,102400,0.277546,0.399280009,0.12173400899999998,106400,True
1,Background,10485760,0.277714,0.576607032,0.29889303199999995,10876994,True
7,Background,102400,0.277829,0.337576234,0.05974723399999998,1244,True
2,Background,1048576,0.278283,0.373553254,0.095270254,10838,True
0,Background,104857600,0.278413,0.800643977,0.522230977,108768230,True
4,Background,10240,0.27888,0.411290928,0.13241092799999998,1087892,True
2,Background,102400,0.278882,0.341239193,0.06235719299999998,10838,True
1,Background,102400,0.280116,0.397469863,0.117353863,1244,True
4,Background,1024,0.282024,0.343060296,0.06103629599999999,10876994,True
4,Background,102400,0.282917,0.388197808,0.105280808,106400,True
4,Background,10240,0.283086,0.335699145,0.05261314499999997,10838,True
2,Background,1024,0.283441,0.479584622,0.19614362200000002,106400,True
8,Background,1024,0.283868,0.334242457,0.050374456999999984,10838,True
1,Background,102400,0.285049,0.570414876,0.28536587599999996,106400,True
2,Background,10240,0.285175,0.576607032,0.29143203199999995,10876994,True
5,Background,1024,0.285725,0.380613301,0.09488830100000001,1087892,True
0,Background,1048576,0.285956,0.574439886,0.28848388599999997,1087892,True
2,Background,1048576,0.286558,0.575326062,0.28876806200000005,1087892,True
2,Background,1048576,0.287568,0.577423779,0.289855779,1087892,True
3,Background,1048576,0.288423,0.313263352,0.02484035200000001,10876994,True
2,Background,10240,0.289925,0.363685127,0.07376012700000001,106400,True
7,Background,10240,0.291022,0.384461123,0.09343912300000001,1087892,True
3,Background,102400,0.291236,0.53665242,0.24541642000000002,10838,True
2,Background,10240,0.292432,0.585019262,0.29258726199999996,10838,True
7,Background,102400,0.292567,0.33448041,0.041913409999999984,106400,True
1,Background,102400,0.292971,0.586466012,0.29349501200000006,106400,True
1,Background,1024,0.29658,0.523559251,0.226979251,106400,True
5,Background,102400,0.297433,0.304502832,0.007069831999999998,1244,True
3,Background,1048576,0.29799,0.598400428,0.30041042800000006,1087892,True
3,Background,102400,0.29923,0.399280009,0.100050009,106400,True
5,Background,1048576,0.299472,0.335699145,0.03622714499999996,10838,True
4,Background,10240,0.300556,0.327967602,0.027411602000000035,106400,True
3,Background,1048576,0.304732,0.611771955,0.30703995500000003,1087892,True
0,Background,1048576,0.305031,0.612345585,0.30731458500000003,1087892,True
3,Background,1024,0.305365,0.610781467,0.305416467,1244,True
8,Background,102400,0.308503,0.337576234,0.029073233999999948,1244,True
1,Background,102400,0.310883,0.448738688,0.13785568799999998,106400,True
1,Background,10240,0.311621,0.6233987,0.3117777,10838,True
3,Background,10240,0.311812,0.419529632,0.10771763200000001,106400,True
4,Background,1048576,0.312384,0.396824992,0.08444099199999999,106400,True
3,Background,1024,0.312759,0.577423779,0.26466477899999996,1087892,True
3,Background,10240,0.313484,0.373204371,0.059720370999999994,106400,True
5,Background,104857600,0.314447,0.343812091,0.02936509100000001,10838,True
0,Background,102400,0.314571,0.629531262,0.314960262,106400,True
4,Background,102400,0.315794,0.514883974,0.19908997399999995,106400,True
4,Background,1048576,0.315844,0.399280009,0.08343600899999998,106400,True
6,Background,104857600,0.315855,0.380613301,0.06475830100000002,1087892,True
3,Background,102400,0.316449,0.792870838,0.47642183800000004,108768230,True
5,Background,10485760,0.31846,0.4749388,0.15647879999999997,1087892,True
4,Background,102400,0.318869,0.438350736,0.119481736,10838,True
1,Background,10240,0.319431,0.629531262,0.31010026199999996,106400,True
5,Background,1048576,0.31964,0.361320513,0.04168051300000003,1087892,True
7,Background,10240,0.319726,0.380613301,0.060887301000000005,1087892,True
5,Background,1048576,0.321002,0.514883974,0.19388197399999996,106400,True
3,Background,1024,0.321398,0.585019262,0.26362126199999997,10838,True
1,Background,1048576,0.322038,0.646499878,0.324461878,1087892,True
